match_id,competition_id,season_id,stage,matchday,date,kickoff,venue_id,home_team_id,away_team_id,home_goals,away_goals,status,awarded_note,source_type,source_ref,reported_by,reported_at,confidence,verified_by,verified_at,extra_time,home_pens,away_pens,referee,assistant_referee_1,assistant_referee_2,fourth_official,home_coach,away_coach,referee_id,assistant_referee_1_id,assistant_referee_2_id,fourth_official_id,home_coach_id,away_coach_id
MW_SL_2627_041,MW_SL,MW_2026_27,md_6,6,2026-05-30,,MW_L_004,MW_SS_M1,MW_MAFC_M1,1,0,played,,reporter,"https://silverstrikers.mw/2026/05/30/match-report-silver-strikers-1-0-mafco-fc/, https://www.facebook.com/share/p/1EjWtVRGua/",MW_REP_001,2026-08-19T12:43:51.099995+00:00,confirmed,MW_REP_001,2026-08-19T12:43:51.099995+00:00,,,,Godfrey Nkhakananga,Evance Msonda,Mathias Chirwa,Charles Chimimba,Peter Mgangira,,MW_OFF_000001,MW_OFF_000020,MW_OFF_000030,MW_OFF_000029,MW_OFF_000005,
MW_SL_2627_042,MW_SL,MW_2026_27,md_6,6,2026-05-30,,MW_B_002,MW_EFC_M1,MW_MFC_M1,2,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_043,MW_SL,MW_2026_27,md_6,6,2026-05-30,,MW_MCJ_001,MW_LM_M1,MW_CSU_M1,3,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_044,MW_SL,MW_2026_27,md_6,6,2026-05-30,,MW_MCJ_001,MW_CS_M1,MW_BLUE_M1,0,2,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_045,MW_SL,MW_2026_27,md_6,6,2026-05-31,,MW_CHI_001,MW_CU_M1,MW_MW_M1,0,4,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_046,MW_SL,MW_2026_27,md_6,6,2026-05-31,,MW_MW_001,MW_BULL_M1,MW_MB_M1,1,1,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA_2627_057,MW_CRFA,MW_2026_27,md_8,8,2026-08-22,14:30,MW_ADL_G,MW_SS_M2,MW_MU_M1,2,0,played,,reporter,"https://www.facebook.com/share/p/19ERKz65kD/, https://www.facebook.com/share/p/19X5Thmcbu/",MW_REP_001,2026-08-22T16:47:21.078209+00:00,confirmed,MW_REP_001,2026-08-22T16:47:21.078209+00:00,,,,,,,,,,,,,,,
MW_SL_2627_047,MW_SL,MW_2026_27,md_6,6,2026-05-31,,MW_KAR_001,MW_KU_M1,MW_REDL_M1,1,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA_2627_058,MW_CRFA,MW_2026_27,md_8,8,2026-08-22,14:30,MW_MCJ_004,MW_MV_M1,MW_SA_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/19ERKz65kD/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_048,MW_SL,MW_2026_27,md_6,6,2026-05-31,,MW_D_001,MW_DD_M1,MW_KB_M1,1,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA_2627_059,MW_CRFA,MW_2026_27,md_8,8,2026-08-22,14:30,MW_CHIVALA,MW_KFC_M1,MW_LFC_M1,0,1,played,,reporter,"https://www.facebook.com/share/p/19ERKz65kD/, https://www.facebook.com/share/p/14rkGQUGucg/",MW_REP_001,2026-08-22T16:45:46.431765+00:00,confirmed,MW_REP_001,2026-08-22T16:45:46.431765+00:00,,,,,,,,,,,,,,,
MW_SL_2627_049,MW_SL,MW_2026_27,md_7,7,2026-06-20,,MW_B_001,MW_MW_M1,MW_EFC_M1,1,1,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA_2627_060,MW_CRFA,MW_2026_27,md_8,8,2026-08-22,14:30,MW_UPPER_B,MW_PFC_M1,MW_MPFC_M1,1,3,played,,reporter,"https://www.facebook.com/share/p/19ERKz65kD/, https://www.facebook.com/share/p/1D9XNRYvw4/",MW_REP_001,2026-08-22T16:46:50.218008+00:00,confirmed,MW_REP_001,2026-08-22T16:46:50.218008+00:00,,,,,,,,,,,,,,,
MW_SL_2627_050,MW_SL,MW_2026_27,md_7,7,2026-06-20,,MW_L_001,MW_CSU_M1,MW_SS_M1,1,1,played,,reporter,https://silverstrikers.mw/2026/06/20/match-report-civil-service-united-1-1-silver-strikers/,MW_REP_001,2026-08-18T23:29:26.31037+00:00,confirmed,MW_REP_001,2026-08-18T23:29:26.31037+00:00,,,,Alfred Chilinda,Yohane Chiutika,Saul Manjawira,Idih Hassan,,Peter Mgangira,MW_OFF_000022,MW_OFF_000024,MW_OFF_000003,MW_OFF_000023,,MW_OFF_000005
MW_CRFA_2627_061,MW_CRFA,MW_2026_27,md_8,8,2026-08-22,14:30,MW_L_002,MW_BLUE_M2,MW_MC_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/19ERKz65kD/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_051,MW_SL,MW_2026_27,md_7,7,2026-06-20,,MW_MAF_001,MW_MAFC_M1,MW_DD_M1,3,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA_2627_062,MW_CRFA,MW_2026_27,md_8,8,2026-08-23,14:30,MW_LIN_SEC,MW_CSFC_M1,MW_NAA_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/19ERKz65kD/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_052,MW_SL,MW_2026_27,md_7,7,2026-06-21,,MW_L_001,MW_KB_M1,MW_BULL_M1,1,2,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA_2627_063,MW_CRFA,MW_2026_27,md_8,8,2026-08-23,14:30,MW_MCJ_004,MW_MCHS_M1,MW_AR_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/19ERKz65kD/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_053,MW_SL,MW_2026_27,md_7,7,2026-06-21,,MW_L_002,MW_BLUE_M1,MW_KU_M1,3,2,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA_2627_064,MW_CRFA,MW_2026_27,md_8,8,2026-08-23,14:30,MW_KAS_001,MW_TNS_M1,MW_AB_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/19ERKz65kD/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_054,MW_SL,MW_2026_27,md_7,7,2026-06-21,,MW_RU_001,MW_MB_M1,MW_LM_M1,2,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_008,MW_CRFA2,MW_2026_27,md_5,5,2026-08-22,14:30,MW_LIKUNI,MW_LIKUNI_M1,MW_MSPIRATE_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/16mGHySPrK/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_055,MW_SL,MW_2026_27,md_7,7,2026-06-21,,MW_Z_001,MW_REDL_M1,MW_CU_M1,1,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_009,MW_CRFA2,MW_2026_27,md_5,5,2026-08-22,14:30,MW_MANGO,MW_SALSPA_M1,MW_CSU_M2,,,scheduled,,reporter,https://www.facebook.com/share/p/16mGHySPrK/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_056,MW_SL,MW_2026_27,md_7,7,2026-06-21,,MW_L_003,MW_MFC_M1,MW_CS_M1,1,3,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_010,MW_CRFA2,MW_2026_27,md_5,5,2026-08-23,14:30,MW_LLW_CG,MW_CS_M2,MW_LOBIYS_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/16mGHySPrK/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_057,MW_SL,MW_2026_27,md_8,8,2026-06-27,,MW_D_001,MW_LM_M1,MW_BLUE_M1,3,2,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_011,MW_CRFA2,MW_2026_27,md_5,5,2026-08-25,14:30,MW_DAPP,MW_YOUNGT_M1,MW_KASASUN_M1,,,scheduled,,reporter,"https://www.facebook.com/share/p/16mGHySPrK/, https://www.facebook.com/share/p/1CCC74qd4d/",MW_REP_001,2026-08-21T08:40:33.102937+00:00,confirmed,MW_REP_001,2026-08-21T08:40:33.102937+00:00,,,,,,,,,,,,,,,
MW_SL_2627_058,MW_SL,MW_2026_27,md_8,8,2026-06-27,,MW_CHI_001,MW_CU_M1,MW_KB_M1,2,1,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_012,MW_CRFA2,MW_2026_27,md_5,5,2026-08-23,14:30,MW_BOPS,MW_BOBOMB_M1,MW_SIMBI_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/16mGHySPrK/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_059,MW_SL,MW_2026_27,md_8,8,2026-06-28,,MW_MCJ_001,MW_CS_M1,MW_CSU_M1,0,1,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_013,MW_CRFA2,MW_2026_27,md_5,5,2026-08-22,14:30,,MW_APOS_M1,MW_MTHUN_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/1EuctWyPwk/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_060,MW_SL,MW_2026_27,md_8,8,2026-06-28,,MW_L_004,MW_SS_M1,MW_REDL_M1,3,0,played,,reporter,https://silverstrikers.mw/2026/06/28/match-report-silver-strikers-3-0-red-lions/,MW_REP_001,2026-08-18T23:21:11.259629+00:00,confirmed,MW_REP_001,2026-08-18T23:21:11.259629+00:00,,,,Kondwani Kamwendo,Evance Msonda,Chikumbutso Chimndaka,Alfred Chilinda,Peter Mgangira,,MW_OFF_000009,MW_OFF_000020,MW_OFF_000021,MW_OFF_000022,MW_OFF_000005,
MW_CRFA2_2627_014,MW_CRFA2,MW_2026_27,md_5,5,2026-08-23,14:30,MW_MKANDA,MW_DYER_M1,MW_ERGO_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/1EuctWyPwk/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_061,MW_SL,MW_2026_27,md_8,8,2026-06-28,,MW_KAR_001,MW_KU_M1,MW_MB_M1,0,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_015,MW_CRFA2,MW_2026_27,md_4,4,2026-08-15,14:30,MW_LIKUNI,MW_LIKUNI_M1,MW_DWANGWA_M1,1,1,played,,reporter,https://www.facebook.com/share/p/1BzUySFzby/,MW_REP_001,2026-08-18T11:02:01.189228+00:00,confirmed,MW_REP_001,2026-08-18T11:02:01.189228+00:00,,,,,,,,,,,,,,,
MW_SL_2627_062,MW_SL,MW_2026_27,md_8,8,2026-06-28,,MW_D_001,MW_DD_M1,MW_MW_M1,1,1,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_016,MW_CRFA2,MW_2026_27,md_4,4,2026-08-15,14:30,MW_LLW_CG,MW_CS_M2,MW_SALSPA_M1,0,2,played,,reporter,https://www.facebook.com/share/p/1BzUySFzby/,MW_REP_001,2026-08-18T11:01:28.243542+00:00,confirmed,MW_REP_001,2026-08-18T11:01:28.243542+00:00,,,,,,,,,,,,,,,
MW_SL_2627_063,MW_SL,MW_2026_27,md_8,8,2026-06-28,,MW_B_001,MW_EFC_M1,MW_MAFC_M1,1,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_017,MW_CRFA2,MW_2026_27,md_4,4,2026-08-15,14:30,,MW_APOS_M1,MW_MSPIRATE_M1,0,1,played,,reporter,https://www.facebook.com/share/p/1BzUySFzby/,MW_REP_001,2026-08-18T11:02:24.497195+00:00,confirmed,MW_REP_001,2026-08-18T11:02:24.497195+00:00,,,,,,,,,,,,,,,
MW_SL_2627_064,MW_SL,MW_2026_27,md_8,8,2026-06-29,,MW_B_001,MW_BULL_M1,MW_MFC_M1,1,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_018,MW_CRFA2,MW_2026_27,md_4,4,2026-08-15,14:30,MW_MKA_G,MW_SIMBI_M1,MW_MTHUN_M1,2,1,played,,reporter,https://www.facebook.com/share/p/1BzUySFzby/,MW_REP_001,2026-08-18T11:03:22.457974+00:00,confirmed,MW_REP_001,2026-08-18T11:03:22.457974+00:00,,,,,,,,,,,,,,,
MW_SL_2627_065,MW_SL,MW_2026_27,md_9,9,2026-07-04,,MW_MW_001,MW_BULL_M1,MW_CS_M1,2,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_019,MW_CRFA2,MW_2026_27,md_4,4,2026-08-16,14:30,MW_MKANDA,MW_DYER_M1,MW_CSU_M2,2,3,played,,reporter,"https://www.facebook.com/share/p/18DAGtfKma/, https://www.facebook.com/share/p/1b2U6CNs6U/",MW_REP_001,2026-08-21T09:03:33.368198+00:00,confirmed,MW_REP_001,2026-08-21T09:03:33.368198+00:00,,,,,,,,,,,,,,,
MW_SL_2627_066,MW_SL,MW_2026_27,md_9,9,2026-07-04,,MW_L_002,MW_BLUE_M1,MW_MB_M1,1,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_020,MW_CRFA2,MW_2026_27,md_4,4,2026-08-16,14:30,MW_BOPS,MW_BOBOMB_M1,MW_LOBIYS_M1,2,1,played,,reporter,"https://www.facebook.com/share/p/18DAGtfKma/, https://www.facebook.com/share/p/1CVLBVuYoj/",MW_REP_001,2026-08-21T08:48:15.513168+00:00,confirmed,MW_REP_001,2026-08-21T08:48:15.513168+00:00,,,,,,,,,,,,,,,
MW_SL_2627_067,MW_SL,MW_2026_27,md_9,9,2026-07-04,,MW_KAR_001,MW_KU_M1,MW_DD_M1,1,3,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_021,MW_CRFA2,MW_2026_27,md_4,4,2026-08-16,14:30,MW_KSKA_G,MW_KASASUN_M1,MW_ERGO_M1,1,2,played,,reporter,"https://www.facebook.com/share/p/18DAGtfKma/, https://www.facebook.com/share/p/19XmyTjnmF/",MW_REP_001,2026-08-21T08:50:59.315805+00:00,confirmed,MW_REP_001,2026-08-21T08:50:59.315805+00:00,,,,,,,,,,,,,,,
MW_SL_2627_068,MW_SL,MW_2026_27,md_9,9,2026-07-05,,MW_L_003,MW_MFC_M1,MW_KB_M1,1,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_CRFA2_2627_022,MW_CRFA2,MW_2026_27,md_4,4,2026-08-15,14:30,MW_DAPP,MW_YOUNGT_M1,MW_MPHA_M1,0,1,played,,reporter,https://www.facebook.com/share/p/1BzUySFzby/,MW_REP_001,2026-08-18T11:03:40.589438+00:00,confirmed,MW_REP_001,2026-08-18T11:03:40.589438+00:00,,,,,,,,,,,,,,,
MW_SL_2627_069,MW_SL,MW_2026_27,md_9,9,2026-07-05,,MW_CHI_001,MW_CU_M1,MW_SS_M1,0,0,played,,reporter,https://www.facebook.com/share/p/1HALq46Z4Q/,MW_REP_001,2026-08-19T12:22:08.336697+00:00,confirmed,MW_REP_001,2026-08-19T12:22:08.336697+00:00,,,,,,,,,,,,,,,
MW_SL_2627_105,MW_SL,MW_2026_27,md_14,14,2026-08-22,14:30,MW_B_001,MW_MW_M1,MW_REDL_M1,2,1,played,,reporter,"https://www.facebook.com/share/p/1HjXe5FjyK/, https://www.facebook.com/share/p/1EfNC8eXdC/",MW_REP_001,2026-08-22T16:33:46.787949+00:00,confirmed,MW_REP_001,2026-08-22T16:33:46.787949+00:00,,,,,,,,,,,,,,,
MW_SL_2627_070,MW_SL,MW_2026_27,md_9,9,2026-07-05,,MW_MCJ_001,MW_LM_M1,MW_EFC_M1,0,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_106,MW_SL,MW_2026_27,md_14,14,2026-08-22,14:30,MW_MZ_001,MW_MB_M1,MW_KB_M1,2,2,played,,reporter,"https://www.facebook.com/share/p/1HjXe5FjyK/, https://www.facebook.com/share/p/1EfNC8eXdC/",MW_REP_001,2026-08-22T16:34:34.684463+00:00,confirmed,MW_REP_001,2026-08-22T16:34:34.684463+00:00,,,,,,,,,,,,,,,
MW_SL_2627_071,MW_SL,MW_2026_27,md_9,9,2026-07-05,,MW_Z_001,MW_REDL_M1,MW_CSU_M1,1,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_107,MW_SL,MW_2026_27,md_14,14,2026-08-22,14:30,MW_L_001,MW_MFC_M1,MW_BLUE_M1,1,2,played,,reporter,"https://www.facebook.com/share/p/1HjXe5FjyK/, https://www.facebook.com/share/p/1EfNC8eXdC/",MW_REP_001,2026-08-22T16:35:18.072788+00:00,confirmed,MW_REP_001,2026-08-22T16:35:18.072788+00:00,,,,,,,,,,,,,,,
MW_SL_2627_072,MW_SL,MW_2026_27,md_9,9,2026-07-05,,MW_Z_001,MW_MW_M1,MW_MAFC_M1,3,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_108,MW_SL,MW_2026_27,md_14,14,2026-08-22,14:30,MW_L_002,MW_CS_M1,MW_EFC_M1,3,2,played,,reporter,"https://www.facebook.com/share/p/1HjXe5FjyK/, https://www.facebook.com/share/p/1EfNC8eXdC/",MW_REP_001,2026-08-22T16:36:18.762902+00:00,confirmed,MW_REP_001,2026-08-22T16:36:18.762902+00:00,,,,,,,,,,,,,,,
MW_SL_2627_073,MW_SL,MW_2026_27,md_10,10,2026-07-18,14:30:00,MW_L_001,MW_CSU_M1,MW_MW_M1,0,2,played,,facebook,https://www.facebook.com/share/p/1VRQD5akjX/,,2026-07-19T10:00:06+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_109,MW_SL,MW_2026_27,md_14,14,2026-08-23,14:30,MW_D_001,MW_LM_M1,MW_BULL_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/1HjXe5FjyK/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_074,MW_SL,MW_2026_27,md_10,10,2026-07-19,14:30:00,MW_L_001,MW_KB_M1,MW_BLUE_M1,2,1,played,,facebook,https://www.facebook.com/share/p/1MFDPn9vyh/,,2026-07-19T16:07:09+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_110,MW_SL,MW_2026_27,md_14,14,2026-08-23,14:30,MW_L_001,MW_CSU_M1,MW_MAFC_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/1HjXe5FjyK/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_075,MW_SL,MW_2026_27,md_10,10,2026-07-18,14:30:00,MW_MZ_001,MW_MB_M1,MW_MFC_M1,2,2,played,,facebook,https://www.facebook.com/share/p/1VRQD5akjX/,,2026-07-19T09:58:23+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_111,MW_SL,MW_2026_27,md_14,14,2026-08-23,14:30,MW_L_004,MW_SS_M1,MW_DD_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/1HjXe5FjyK/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_076,MW_SL,MW_2026_27,md_10,10,2026-07-18,14:30:00,MW_MCJ_001,MW_CS_M1,MW_LM_M1,0,1,played,,facebook,https://www.facebook.com/share/p/1VRQD5akjX/,,2026-07-19T09:59:07+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_112,MW_SL,MW_2026_27,md_14,14,2026-08-23,14:30,MW_KAR_001,MW_KU_M1,MW_CU_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/1HjXe5FjyK/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_077,MW_SL,MW_2026_27,md_10,10,2026-07-19,14:30:00,MW_D_001,MW_DD_M1,MW_CU_M1,1,2,played,,facebook,https://www.facebook.com/share/p/1MFDPn9vyh/,,2026-07-19T16:07:58+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_NDL_2627_061,MW_NDL,MW_2026_27,md_11,11,2026-08-23,14:30,MW_RU_001,MW_MCH_M1,MW_NU_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/19JAxwEePf/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_078,MW_SL,MW_2026_27,md_10,10,2026-07-19,14:30:00,MW_B_001,MW_EFC_M1,MW_BULL_M1,0,0,played,,facebook,https://www.facebook.com/share/p/1MFDPn9vyh/,,2026-07-19T16:08:23+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_NDL_2627_062,MW_NDL,MW_2026_27,md_11,11,2026-08-23,14:30,MW_KAR_001,MW_SBU_M1,MW_CB_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/19JAxwEePf/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_079,MW_SL,MW_2026_27,md_10,10,2026-07-18,14:30:00,MW_MAF_001,MW_MAFC_M1,MW_REDL_M1,2,0,played,,facebook,https://www.facebook.com/share/p/1VRQD5akjX/,,2026-07-19T10:01:18+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_080,MW_SL,MW_2026_27,md_10,10,2026-07-19,14:30:00,MW_L_004,MW_SS_M1,MW_KU_M1,4,1,played,,reporter,"https://www.facebook.com/share/p/1MFDPn9vyh/, https://silverstrikers.mw/2026/07/19/match-report-silver-strikers-4-1-karonga-united/",MW_REP_001,2026-08-18T22:54:38.669165+00:00,confirmed,MW_REP_001,2026-08-18T22:54:38.669165+00:00,,,,Kondwani Kamwendo,Strauss Magwaza,Zagallo Chimbulumata,Peter Jossam,Peter Mgangira,,MW_OFF_000009,MW_OFF_000010,MW_OFF_000011,MW_OFF_000004,MW_OFF_000005,
MW_NDL_2627_063,MW_NDL,MW_2026_27,md_11,11,2026-08-23,14:30,MW_B_001,MW_CBWE_M1,MW_BAS_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/19JAxwEePf/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_NDL_2627_064,MW_NDL,MW_2026_27,md_11,11,2026-08-23,14:30,MW_Z_001,MW_NS_M1,MW_MT_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/19JAxwEePf/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_081,MW_SL,MW_2026_27,md_11,11,2026-07-26,14:30:00,MW_KAR_001,MW_KU_M1,MW_CS_M1,2,1,played,,facebook,https://www.facebook.com/share/p/1CQY7vwVfo/,,2026-07-26T21:36:52+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_082,MW_SL,MW_2026_27,md_11,11,2026-07-26,14:30:00,MW_MCJ_001,MW_LM_M1,MW_SS_M1,1,1,played,,reporter,"https://www.facebook.com/share/p/1CQY7vwVfo/, https://silverstrikers.mw/2026/07/26/match-report-luanar-mitundu-fc-1-1-silver-strikers/",MW_REP_001,2026-08-18T22:32:22.410588+00:00,confirmed,MW_REP_001,2026-08-18T22:32:22.410588+00:00,,,,Godfrey Nkhakananga,Thomas Mang’amba,Saul Manjawira,Peter Jossam,,Peter Mgangira,MW_OFF_000001,MW_OFF_000002,MW_OFF_000003,MW_OFF_000004,,MW_OFF_000005
MW_NDL_2627_065,MW_NDL,MW_2026_27,md_11,11,2026-08-23,14:30,MW_MZ_001,MW_EU_M1,MW_NZ_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/19JAxwEePf/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_NDL_2627_066,MW_NDL,MW_2026_27,md_11,11,2026-08-23,14:30,MW_MCJ_002,MW_EXFC_M1,MW_FFC_M1,,,scheduled,,reporter,https://www.facebook.com/share/p/19JAxwEePf/,,,unconfirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_083,MW_SL,MW_2026_27,md_11,11,2026-07-25,14:30:00,MW_CHI_001,MW_CU_M1,MW_EFC_M1,1,0,played,,facebook,https://www.facebook.com/share/p/1XqrTggQUv/,,2026-07-26T21:32:37+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_084,MW_SL,MW_2026_27,md_11,11,2026-07-25,14:30:00,MW_L_002,MW_BLUE_M1,MW_REDL_M1,3,2,played,,facebook,https://www.facebook.com/share/p/1XqrTggQUv/,,2026-07-26T21:33:55+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_085,MW_SL,MW_2026_27,md_11,11,2026-07-25,14:30:00,MW_L_001,MW_CSU_M1,MW_MB_M1,0,1,played,,facebook,https://www.facebook.com/share/p/1XqrTggQUv/,,2026-07-26T21:35:00+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_086,MW_SL,MW_2026_27,md_11,11,2026-07-25,14:30:00,MW_D_001,MW_DD_M1,MW_BULL_M1,1,0,played,,reporter,"https://www.facebook.com/share/p/1XqrTggQUv/, https://nyasabigbullets.com/match-reports/report-bullets-unbeaten-run-ends-in-dedza-defeat, https://www.facebook.com/share/p/18u6FgY8H6/",MW_REP_001,2026-08-19T14:56:31.765932+00:00,confirmed,MW_REP_001,2026-08-19T14:56:31.765932+00:00,,,,,,,,,,,,,,,
MW_SL_2627_087,MW_SL,MW_2026_27,md_11,11,2026-07-26,14:30:00,MW_Z_001,MW_MW_M1,MW_MFC_M1,1,1,played,,facebook,https://www.facebook.com/share/p/1CQY7vwVfo/,,2026-07-26T21:38:19+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_SL_2627_088,MW_SL,MW_2026_27,md_11,11,2026-07-26,14:30:00,MW_MP_001,MW_KB_M1,MW_MAFC_M1,4,1,played,,facebook,https://www.facebook.com/share/p/1CQY7vwVfo/,,2026-07-26T21:40:24+00:00,confirmed,,,,,,,,,,,,,,,,,
MW_SRFA_2627_001,MW_SRFA,MW_2026_27,md_1,1,2026-05-24,,MW_MW_001,MW_MS_M1,MW_BULL_M2,2,3,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SRFA_2627_002,MW_SRFA,MW_2026_27,md_1,1,2026-05-30,,MW_CRZ_001,MW_CHIR_M1,MW_MS_M1,2,2,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SRFA_2627_003,MW_SRFA,MW_2026_27,md_1,1,2026-05-30,,MW_B_002,MW_ZU_M1,MW_LBTY_M1,0,1,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SRFA_2627_004,MW_SRFA,MW_2026_27,md_1,1,2026-05-30,,MW_CHL_001,MW_QAS_M1,MW_NY_M1,0,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SRFA_2627_005,MW_SRFA,MW_2026_27,md_1,1,2026-05-30,,MW_B_001,MW_EFC_M2,MW_TB_M1,2,1,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SRFA_2627_006,MW_SRFA,MW_2026_27,md_1,1,2026-05-31,,MW_B_001,MW_FCT_M1,MW_BULL_M2,2,0,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SRFA_2627_007,MW_SRFA,MW_2026_27,md_2,2,2026-06-06,,MW_B_001,MW_EFC_M2,MW_LBTY_M1,0,1,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
MW_SRFA_2627_008,MW_SRFA,MW_2026_27,md_2,2,2026-06-06,,MW_CHL_001,MW_TB_M1,MW_ZU_M1,1,1,played,,facebook,,,,confirmed,,,,,,,,,,,,,,,,,
